,Date,Close,Shares,pct_change,bi-returns,portfolio,returns,call_premium
350,5/28/2013 16:00:00,15.77,,-0.02894088669950734,-2894.088669950734,59870.91875474563,-40129.08124525437,0.09462
360,6/11/2013 16:00:00,15.63,,-0.00887761572606205,-887.7615726062049,59339.40774487472,-40660.59225512528,0.09378
370,6/25/2013 16:00:00,14.38,,-0.0799744081893794,-7997.44081893794,54593.77372817009,-45406.22627182991,0.08628000000000001
380,7/10/2013 16:00:00,15.03,,0.045201668984700794,4520.166898470079,57061.50341685649,-42938.49658314351,0.09018
390,7/24/2013 16:00:00,15.73,,0.04657351962741196,4657.351962741196,59719.058466211085,-40280.941533788915,0.09438
400,8/7/2013 16:00:00,16.61,,0.055944055944055826,5594.405594405583,63059.98481397115,-36940.01518602885,0.09966
410,8/21/2013 16:00:00,17.94,,0.08007224563515969,8007.224563515969,68109.33940774488,-31890.660592255124,0.10764000000000001
420,9/5/2013 16:00:00,17.69,,-0.013935340022296572,-1393.5340022296573,67160.21260440395,-32839.78739559605,0.10614000000000001
430,9/19/2013 16:00:00,16.87,,-0.04635387224420573,-4635.387224420573,64047.07668944571,-35952.92331055429,0.10122
440,10/3/2013 16:00:00,17.26,,0.023117960877297117,2311.796087729712,65527.71450265756,-34472.28549734244,0.10356000000000001
450,10/17/2013 16:00:00,18.02,,0.044032444959443584,4403.244495944358,68413.05998481397,-31586.94001518603,0.10812
460,10/31/2013 16:00:00,18.67,,0.036071032186459684,3607.1032186459684,70880.78967350039,-29119.21032649961,0.11202000000000001
470,11/14/2013 16:00:00,18.86,,0.010176754151044243,1017.6754151044242,71602.12604403948,-28397.873955960516,0.11316
480,11/29/2013 16:00:00,19.86,,0.05302226935312837,5302.226935312837,75398.63325740318,-24601.366742596816,0.11916
490,12/13/2013 16:00:00,19.8,,-0.0030211480362537513,-302.11480362537515,75170.84282460136,-24829.157175398635,0.1188
500,12/30/2013 16:00:00,19.8,,0.0,0.0,75170.84282460136,-24829.157175398635,0.1188
510,1/14/2014 16:00:00,19.51,,-0.014646464646464574,-1464.6464646464574,74069.8557327259,-25930.144267274096,0.11706000000000001
520,1/29/2014 16:00:00,17.88,,-0.08354689902614054,-8354.689902614055,67881.54897494306,-32118.451025056944,0.10728
530,2/12/2014 16:00:00,19.14,,0.0704697986577183,7046.979865771829,72665.14806378132,-27334.851936218678,0.11484000000000001
540,2/27/2014 16:00:00,18.85,,-0.015151515151515138,-1515.1515151515139,71564.16097190585,-28435.839028094153,0.1131
550,3/13/2014 16:00:00,18.95,,0.0053050397877982824,530.5039787798282,71943.81169324221,-28056.188306757787,0.1137
560,3/27/2014 16:00:00,19.2,,0.013192612137203241,1319.2612137203241,72892.93849658314,-27107.06150341686,0.1152
570,4/10/2014 16:00:00,18.7,,-0.02604166666666663,-2604.166666666663,70994.68488990128,-29005.315110098716,0.1122
580,4/25/2014 16:00:00,20.43,,0.09251336898395723,9251.336898395723,77562.6423690205,-22437.357630979503,0.12258
590,5/9/2014 16:00:00,20.91,,0.023494860499265746,2349.4860499265747,79384.96583143508,-20615.03416856492,0.12546000000000002
600,5/23/2014 16:00:00,21.93,,0.04878048780487809,4878.048780487809,83257.40318906606,-16742.596810933945,0.13158
610,6/9/2014 16:00:00,23.43,,0.06839945280437765,6839.945280437765,88952.16400911161,-11047.835990888387,0.14058
620,6/23/2014 16:00:00,22.71,,-0.030729833546734864,-3072.9833546734862,86218.67881548975,-13781.321184510249,0.13626000000000002
630,7/8/2014 16:00:00,23.84,,0.049757815940114414,4975.7815940114415,90508.73196659074,-9491.268033409258,0.14304
640,7/22/2014 16:00:00,23.68,,-0.006711409395973145,-671.1409395973145,89901.29081245254,-10098.709187547458,0.14208
650,8/5/2014 16:00:00,23.78,,0.004222972972973027,422.2972972973027,90280.94153378892,-9719.058466211078,0.14268
660,8/19/2014 16:00:00,25.13,,0.0567703952901597,5677.03952901597,95406.22627182992,-4593.773728170083,0.15078
670,9/3/2014 16:00:00,24.74,,-0.015519299641862383,-1551.9299641862383,93925.58845861806,-6074.411541381938,0.14844
680,9/17/2014 16:00:00,25.4,,0.02667744543249806,2667.7445432498057,96431.28321943812,-3568.716780561881,0.1524
690,10/1/2014 16:00:00,24.8,,-0.023622047244094446,-2362.2047244094447,94153.3788914199,-5846.621108580104,0.14880000000000002
700,10/15/2014 16:00:00,24.39,,-0.01653225806451608,-1653.2258064516082,92596.81093394078,-7403.189066059218,0.14634
710,10/29/2014 16:00:00,26.84,,0.10045100451004507,10045.100451004508,101898.25360668186,1898.2536066818575,0.16104
720,11/12/2014 16:00:00,27.81,,0.036140089418778,3614.0089418777998,105580.86560364465,5580.865603644648,0.16686
730,11/26/2014 16:00:00,29.75,,0.06975907946781734,6975.907946781735,112946.08959757023,12946.08959757023,0.1785
740,12/11/2014 16:00:00,27.91,,-0.06184873949579828,-6184.873949579828,105960.51632498101,5960.516324981014,0.16746
750,12/26/2014 16:00:00,28.5,,0.021139376567538504,2113.93765675385,108200.4555808656,8200.4555808656,0.171
760,1/12/2015 16:00:00,27.31,,-0.04175438596491232,-4175.438596491233,103682.61199696279,3682.6119969627907,0.16386
770,1/27/2015 16:00:00,27.29,,-0.0007323324789454411,-73.2332478945441,103606.68185269552,3606.6818526955176,0.16374
780,2/10/2015 16:00:00,30.51,,0.1179919384389887,11799.193843898869,115831.43507972665,15831.435079726652,0.18306
790,2/25/2015 16:00:00,32.2,,0.05539167486070151,5539.167486070151,122247.53227031132,22247.53227031132,0.1932
800,3/11/2015 16:00:00,30.56,,-0.05093167701863366,-5093.167701863365,116021.26044039484,16021.260440394835,0.18336
810,3/25/2015 16:00:00,30.85,,0.009489528795811664,948.9528795811664,117122.24753227032,17122.247532270325,0.18510000000000001
820,4/9/2015 16:00:00,31.64,,0.02560777957860605,2560.777957860605,120121.48823082764,20121.488230827643,0.18984
830,4/23/2015 16:00:00,32.42,,0.02465233881163087,2465.233881163087,123082.76385725134,23082.76385725134,0.19452000000000003
840,5/7/2015 16:00:00,31.32,,-0.03392967304133254,-3392.9673041332544,118906.60592255126,18906.605922551258,0.18792
850,5/21/2015 16:00:00,32.85,,0.04885057471264376,4885.057471264376,124715.26195899773,24715.261958997726,0.19710000000000003
860,6/5/2015 16:00:00,32.16,,-0.02100456621004576,-2100.456621004576,122095.67198177676,22095.67198177676,0.19296
870,6/19/2015 16:00:00,31.65,,-0.01585820895522383,-1585.820895522383,120159.45330296126,20159.453302961265,0.18989999999999999
880,7/6/2015 16:00:00,31.5,,-0.004739336492890933,-473.9336492890933,119589.97722095672,19589.977220956716,0.189
890,7/20/2015 16:00:00,33.02,,0.04825396825396844,4825.396825396844,125360.66818526956,25360.668185269562,0.19812000000000002
900,8/3/2015 16:00:00,29.61,,-0.10327074500302857,-10327.074500302857,112414.57858769932,12414.578587699318,0.17766
910,8/17/2015 16:00:00,29.29,,-0.01080715974333002,-1080.715974333002,111199.69627942293,11199.696279422933,0.17574
920,8/31/2015 16:00:00,28.19,,-0.03755547968589956,-3755.5479685899563,107023.53834472287,7023.538344722867,0.16914
930,9/15/2015 16:00:00,29.07,,0.031216743526073065,3121.6743526073064,110364.46469248291,10364.464692482914,0.17442
940,9/29/2015 16:00:00,27.27,,-0.0619195046439629,-6191.95046439629,103530.75170842824,3530.7517084282445,0.16362
950,10/13/2015 16:00:00,27.95,,0.024935826916024917,2493.5826916024916,106112.37661351556,6112.37661351556,0.1677
960,10/27/2015 16:00:00,28.64,,0.024686940966010873,2468.6940966010875,108731.96659073653,8731.966590736527,0.17184000000000002
970,11/10/2015 16:00:00,29.19,,0.0192039106145252,1920.3910614525198,110820.04555808657,10820.045558086567,0.17514000000000002
980,11/24/2015 16:00:00,29.72,,0.018156903048989204,1815.6903048989204,112832.19438116932,12832.19438116932,0.17832
990,12/9/2015 16:00:00,28.91,,-0.027254374158815597,-2725.43741588156,109757.02353834473,9757.023538344729,0.17346
1000,12/23/2015 16:00:00,27.15,,-0.06087858872362506,-6087.858872362506,103075.17084282459,3075.170842824591,0.1629
1010,1/8/2016 16:00:00,24.24,,-0.10718232044198894,-10718.232044198894,92027.33485193622,-7972.665148063781,0.14543999999999999
1020,1/25/2016 16:00:00,24.86,,0.025577557755775526,2557.7557755775524,94381.16932422172,-5618.830675778285,0.14916
1030,2/8/2016 16:00:00,23.75,,-0.04465004022526142,-4465.004022526142,90167.046317388,-9832.953682612002,0.14250000000000002
1040,2/23/2016 16:00:00,23.67,,-0.003368421052631465,-336.8421052631465,89863.32574031892,-10136.67425968108,0.14202
1050,3/8/2016 16:00:00,25.26,,0.06717363751584293,6717.363751584293,95899.7722095672,-4100.227790432793,0.15156
1060,3/22/2016 16:00:00,26.68,,0.05621536025336482,5621.536025336482,101290.81245254366,1290.8124525436579,0.16008
1070,4/6/2016 16:00:00,27.74,,0.039730134932533634,3973.0134932533633,105315.11009870918,5315.110098709178,0.16644
1080,4/20/2016 16:00:00,26.78,,-0.03460706560922844,-3460.706560922844,101670.46317388004,1670.463173880038,0.16068000000000002
1090,5/4/2016 16:00:00,23.55,,-0.12061239731142648,-12061.239731142648,89407.74487471527,-10592.255125284733,0.1413
1100,5/18/2016 16:00:00,23.64,,0.003821656050955413,382.1656050955413,89749.430523918,-10250.569476082004,0.14184
1110,6/2/2016 16:00:00,24.43,,0.03341793570219953,3341.793570219953,92748.67122247533,-7251.328777524672,0.14658
1120,6/16/2016 16:00:00,24.39,,-0.0016373311502251298,-163.73311502251298,92596.81093394078,-7403.189066059218,0.14634
1130,6/30/2016 16:00:00,23.9,,-0.02009020090200908,-2009.020090200908,90736.52239939256,-9263.477600607439,0.1434
1140,7/15/2016 16:00:00,24.7,,0.03347280334728042,3347.2803347280424,93773.72817008352,-6226.271829916484,0.1482
1150,7/29/2016 16:00:00,26.05,,0.054655870445344146,5465.587044534414,98899.01290812452,-1100.987091875475,0.1563
1160,8/12/2016 16:00:00,27.05,,0.03838771593090207,3838.771593090207,102695.52012148824,2695.52012148824,0.1623
1170,8/26/2016 16:00:00,26.74,,-0.011460258780037091,-1146.025878003709,101518.60288534548,1518.6028853454773,0.16044
1180,9/12/2016 16:00:00,26.36,,-0.01421091997008228,-1421.0919970082282,100075.93014426727,75.93014426727314,0.15816
1190,9/26/2016 16:00:00,28.22,,0.07056145675265557,7056.145675265557,107137.43356112376,7137.433561123762,0.16932
1200,10/10/2016 16:00:00,29.01,,0.02799433026222542,2799.433026222542,110136.6742596811,10136.674259681095,0.17406000000000002
1210,10/24/2016 16:00:00,29.41,,0.013788348845225729,1378.8348845225728,111655.27714502657,11655.277145026572,0.17646
1220,11/7/2016 16:00:00,27.6,,-0.06154369262155723,-6154.369262155723,104783.59908883828,4783.59908883828,0.16560000000000002
1230,11/21/2016 16:00:00,27.93,,0.011956521739130421,1195.6521739130421,106036.44646924829,6036.446469248287,0.16758
1240,12/6/2016 16:00:00,27.49,,-0.01575366988900828,-1575.3669889008281,104365.98329536826,4365.9832953682635,0.16494
1250,12/20/2016 16:00:00,29.24,,0.06365951255001812,6365.951255001812,111009.87091875474,11009.870918754736,0.17543999999999998
1260,1/5/2017 16:00:00,29.15,,-0.0030779753761970285,-307.79753761970284,110668.185269552,10668.185269552007,0.1749
1270,1/20/2017 16:00:00,30.0,,0.029159519725557415,2915.9519725557416,113895.21640091116,13895.216400911158,0.18
1280,2/3/2017 16:00:00,32.27,,0.07566666666666677,7566.666666666677,122513.28777524679,22513.28777524679,0.19362000000000001
1290,2/17/2017 16:00:00,33.93,,0.051440966842268177,5144.096684226818,128815.48974943052,28815.48974943052,0.20358
1300,3/6/2017 16:00:00,34.84,,0.026819923371647514,2681.9923371647515,132270.31131359152,32270.31131359152,0.20904000000000003
1310,3/20/2017 16:00:00,35.37,,0.015212399540757593,1521.2399540757592,134282.46013667426,34282.46013667426,0.21222
1320,4/3/2017 16:00:00,35.92,,0.015549901046084447,1554.9901046084447,136370.5391040243,36370.5391040243,0.21552000000000002
1330,4/18/2017 16:00:00,35.3,,-0.01726057906458811,-1726.057906458811,134016.7046317388,34016.7046317388,0.2118
1340,5/2/2017 16:00:00,36.88,,0.04475920679886691,4475.920679886692,140015.18602885347,40015.186028853466,0.22128000000000003
1350,5/16/2017 16:00:00,38.87,,0.05395878524945763,5395.878524945763,147570.23538344723,47570.23538344723,0.23321999999999998
1360,5/31/2017 16:00:00,38.19,,-0.01749421147414454,-1749.4211474144538,144988.61047835991,44988.610478359915,0.22913999999999998
1370,6/14/2017 16:00:00,36.29,,-0.04975124378109452,-4975.124378109453,137775.24677296888,37775.24677296888,0.21774
1380,6/28/2017 16:00:00,36.46,,0.004684486084320705,468.4486084320705,138420.6529992407,38420.6529992407,0.21876
1390,7/13/2017 16:00:00,36.94,,0.013165112452002026,1316.5112452002027,140242.97646165526,40242.97646165526,0.22164
1400,7/27/2017 16:00:00,37.64,,0.018949648077964287,1894.9648077964287,142900.53151100987,42900.531511009875,0.22584
1410,8/10/2017 16:00:00,38.83,,0.03161530286928782,3161.530286928782,147418.37509491268,47418.375094912684,0.23298
1420,8/24/2017 16:00:00,39.82,,0.025495750708215414,2549.5750708215414,151176.91723614276,51176.91723614276,0.23892
1430,9/8/2017 16:00:00,39.66,,-0.0040180813661477854,-401.80813661477856,150569.47608200455,50569.47608200455,0.23795999999999998
1440,9/22/2017 16:00:00,37.97,,-0.04261220373171959,-4261.220373171959,144153.37889141988,44153.37889141988,0.22782
1450,10/6/2017 16:00:00,38.83,,0.022649460100079066,2264.946010007907,147418.37509491268,47418.375094912684,0.23298
1460,10/20/2017 16:00:00,39.06,,0.005923255215040113,592.3255215040112,148291.57175398635,48291.571753986354,0.23436
1470,11/3/2017 16:00:00,43.13,,0.10419866871479777,10419.866871479777,163743.3561123766,63743.35611237661,0.25878
1480,11/17/2017 16:00:00,42.54,,-0.01367957338279624,-1367.9573382796239,161503.41685649203,61503.416856492026,0.25524
1490,12/4/2017 16:00:00,42.45,,-0.002115655853314413,-211.56558533144133,161161.7312072893,61161.7312072893,0.25470000000000004
1500,12/18/2017 16:00:00,44.11,,0.039104829210836245,3910.4829210836247,167463.93318147305,67463.93318147305,0.26466
1510,1/3/2018 16:00:00,43.06,,-0.023804126048515006,-2380.4126048515004,163477.60060744116,63477.600607441156,0.25836000000000003
1520,1/18/2018 16:00:00,44.82,,0.04087320018578722,4087.320018578722,170159.45330296128,70159.45330296128,0.26892
1530,2/1/2018 16:00:00,41.95,,-0.06403391343150378,-6403.391343150378,159263.47760060747,59263.47760060747,0.25170000000000003
1540,2/15/2018 16:00:00,43.25,,0.030989272943980906,3098.9272943980905,164198.93697798025,64198.93697798025,0.2595
1550,3/2/2018 16:00:00,44.05,,0.018497109826589586,1849.7109826589585,167236.1427486712,67236.1427486712,0.2643
1560,3/16/2018 16:00:00,44.51,,0.010442678774120306,1044.2678774120307,168982.53606681852,68982.53606681852,0.26706
1570,4/2/2018 16:00:00,41.67,,-0.06380588631768136,-6380.588631768136,158200.45558086562,58200.455580865615,0.25002
1580,4/16/2018 16:00:00,43.96,,0.054955603551715804,5495.56035517158,166894.4570994685,66894.4570994685,0.26376
1590,4/30/2018 16:00:00,41.32,,-0.060054595086442286,-6005.459508644229,156871.6780561883,56871.678056188306,0.24792
1600,5/14/2018 16:00:00,47.04,,0.13843175217812198,13843.175217812199,178587.6993166287,78587.69931662871,0.28224
1610,5/29/2018 16:00:00,46.98,,-0.0012755102040816757,-127.55102040816757,178359.90888382687,78359.90888382687,0.28187999999999996
1620,6/12/2018 16:00:00,48.07,,0.023201362281822124,2320.1362281822126,182498.1017463933,82498.10174639331,0.28842
1630,6/26/2018 16:00:00,46.11,,-0.04077387143748701,-4077.387143748701,175056.94760820045,75056.94760820045,0.27666
1640,7/11/2018 16:00:00,46.97,,0.018651051832574206,1865.1051832574205,178321.94381169323,78321.94381169323,0.28182
1650,7/25/2018 16:00:00,48.71,,0.03704492229082401,3704.492229082401,184927.8663629461,84927.86636294611,0.29226
1660,8/8/2018 16:00:00,51.81,,0.06364196263600896,6364.196263600897,196697.0387243736,96697.03872437359,0.31086
1670,8/22/2018 16:00:00,53.76,,0.03763752171395485,3763.7521713954848,204100.2277904328,104100.22779043281,0.32256
1680,9/6/2018 16:00:00,55.78,,0.03757440476190488,3757.440476190488,211769.17236142748,111769.17236142748,0.33468000000000003
1690,9/20/2018 16:00:00,55.01,,-0.013804230907135229,-1380.423090713523,208845.86180713744,108845.86180713744,0.33006
1700,10/4/2018 16:00:00,57.0,,0.03617524086529733,3617.5240865297333,216400.9111617312,116400.9111617312,0.342
1710,10/18/2018 16:00:00,54.01,,-0.0524561403508772,-5245.61403508772,205049.35459377372,105049.35459377372,0.32406
1720,11/1/2018 16:00:00,55.56,,0.0286983891871877,2869.83891871877,210933.94077448748,110933.94077448748,0.33336000000000005
1730,11/15/2018 16:00:00,47.85,,-0.1387688984881209,-13876.88984881209,181662.8701594533,81662.8701594533,0.2871
1740,11/30/2018 16:00:00,44.65,,-0.06687565308254972,-6687.5653082549725,169514.04707668943,69514.04707668943,0.26789999999999997
1750,12/17/2018 16:00:00,40.99,,-0.08197088465845459,-8197.08846584546,155618.8306757783,55618.8306757783,0.24594000000000002
1760,1/2/2019 16:00:00,39.48,,-0.0368382532324959,-3683.82532324959,149886.1047835991,49886.10478359909,0.23687999999999998
1770,1/16/2019 16:00:00,38.74,,-0.018743667679837817,-1874.3667679837818,147076.68944570996,47076.689445709955,0.23244
1780,1/31/2019 16:00:00,41.61,,0.07408363448631894,7408.363448631894,157972.66514806377,57972.66514806377,0.24966
1790,2/14/2019 16:00:00,42.7,,0.02619562605143,2619.562605143,162110.85801063024,62110.85801063024,0.25620000000000004
1800,3/1/2019 16:00:00,43.74,,0.024355971896955486,2435.5971896955484,166059.22551252847,66059.22551252847,0.26244
1810,3/15/2019 16:00:00,46.53,,0.06378600823045266,6378.600823045266,176651.48063781322,76651.48063781322,0.27918000000000004
1820,3/29/2019 16:00:00,47.49,,0.020631850419084552,2063.1850419084553,180296.1275626424,80296.12756264239,0.28494
1830,4/12/2019 16:00:00,49.72,,0.04695725415877017,4695.7254158770165,188762.33864844343,88762.33864844343,0.29832
1840,4/29/2019 16:00:00,51.15,,0.028761061946902755,2876.1061946902755,194191.34396355352,94191.34396355352,0.3069
1850,5/13/2019 16:00:00,46.43,,-0.09227761485826003,-9227.761485826002,176271.82991647685,76271.82991647685,0.27858
1860,5/28/2019 16:00:00,44.56,,-0.04027568382511304,-4027.568382511304,169172.36142748673,69172.36142748673,0.26736000000000004
1870,6/11/2019 16:00:00,48.7,,0.09290843806104121,9290.843806104122,184889.90129081247,84889.90129081247,0.2922
1880,6/25/2019 16:00:00,48.89,,0.0039014373716632633,390.14373716632633,185611.23766135157,85611.23766135157,0.29334
1890,7/10/2019 16:00:00,50.81,,0.0392718347310288,3927.18347310288,192900.53151100987,92900.53151100987,0.30486
1900,7/24/2019 16:00:00,52.17,,0.026766384569966606,2676.638456996661,198063.7813211845,98063.7813211845,0.31302
1910,8/7/2019 16:00:00,49.76,,-0.046195131301514314,-4619.513130151431,188914.19893697798,88914.19893697798,0.29856
1920,8/21/2019 16:00:00,53.16,,0.06832797427652726,6832.797427652726,201822.32346241456,101822.32346241456,0.31895999999999997
1930,9/5/2019 16:00:00,53.32,,0.003009781790820343,300.9781790820343,202429.76461655277,102429.76461655277,0.31992
1940,9/19/2019 16:00:00,55.24,,0.03600900225056258,3600.9002250562585,209719.0584662111,109719.0584662111,0.33144
1950,10/3/2019 16:00:00,55.21,,-0.0005430847212165579,-54.3084721216558,209605.16324981017,109605.16324981017,0.33126
1960,10/17/2019 16:00:00,58.82,,0.06538670530700963,6538.670530700963,223310.55429005314,123310.55429005314,0.35292
1970,10/31/2019 16:00:00,62.19,,0.05729343760625638,5729.343760625638,236104.78359908884,136104.78359908884,0.37313999999999997
1980,11/14/2019 16:00:00,65.66,,0.055796751889371166,5579.675188937116,249278.66362946088,149278.66362946088,0.39396
1990,11/29/2019 13:00:00,66.81,,0.017514468473956768,1751.4468473956767,253644.64692482917,153644.64692482917,0.40086000000000005
2000,12/13/2019 16:00:00,68.79,,0.029636281993713487,2963.6281993713487,261161.73120728933,161161.73120728933,0.41274000000000005
2010,12/30/2019 16:00:00,72.88,,0.059456316325047,5945.6316325047,276689.44570994686,176689.44570994686,0.43728
2020,1/14/2020 16:00:00,78.17,,0.07258507135016479,7258.507135016479,296772.96886864083,196772.96886864083,0.46902
2030,1/29/2020 16:00:00,81.08,,0.03722655750287829,3722.6557502878286,307820.80485952925,207820.80485952925,0.48648
2040,2/12/2020 16:00:00,81.8,,0.008880118401578763,888.0118401578762,310554.2900531511,210554.29005315108,0.4908
2050,2/27/2020 16:00:00,68.38,,-0.16405867970660148,-16405.867970660147,259605.16324981017,159605.16324981017,0.41028
2060,3/12/2020 16:00:00,62.06,,-0.09242468558057904,-9242.468558057904,235611.23766135157,135611.23766135157,0.37236
2070,3/26/2020 16:00:00,64.61,,0.04108926844988714,4108.926844988714,245292.331055429,145292.331055429,0.38766
2080,4/9/2020 16:00:00,67.0,,0.03699117783624817,3699.1177836248166,254365.98329536826,154365.98329536826,0.402
2090,4/24/2020 16:00:00,70.74,,0.055820895522388,5582.0895522388,268564.9202733485,168564.9202733485,0.42444
2100,5/8/2020 16:00:00,77.53,,0.09598529827537461,9598.52982753746,294343.2042520881,194343.2042520881,0.46518000000000004
2110,5/22/2020 16:00:00,79.72,,0.028247130143170374,2824.7130143170375,302657.5550493546,202657.55504935462,0.47832
2120,6/8/2020 16:00:00,83.37,,0.04578524836929265,4578.524836929265,316514.80637813214,216514.80637813214,0.50022
2130,6/22/2020 16:00:00,89.72,,0.07616648674583182,7616.648674583182,340622.62718299165,240622.62718299165,0.53832
2140,7/7/2020 16:00:00,93.17,,0.03845296477931348,3845.296477931348,353720.57706909644,253720.57706909644,0.5590200000000001
2150,7/21/2020 16:00:00,97.0,,0.04110765267790062,4110.765267790062,368261.1996962794,268261.1996962794,0.582
2160,8/4/2020 16:00:00,109.67,,0.13061855670103095,13061.855670103096,416362.9460895976,316362.9460895976,0.65802
2170,8/18/2020 16:00:00,115.56,,0.05370657426825942,5370.657426825942,438724.3735763098,338724.3735763098,0.69336
2180,9/1/2020 16:00:00,134.18,,0.1611284181377639,16112.841813776391,509415.33788914204,409415.33788914204,0.80508
2190,9/16/2020 16:00:00,112.13,,-0.16433149500670752,-16433.149500670752,425702.35383447225,325702.35383447225,0.6727799999999999
2200,9/30/2020 16:00:00,115.81,,0.032819049317756255,3281.9049317756253,439673.50037965074,339673.50037965074,0.69486
2210,10/14/2020 16:00:00,121.19,,0.04645540108798896,4645.540108798896,460098.70918754744,360098.70918754744,0.72714
2220,10/28/2020 16:00:00,111.2,,-0.08243254393926891,-8243.25439392689,422171.60212604405,322171.60212604405,0.6672
2230,11/11/2020 16:00:00,119.49,,0.07455035971223012,7455.035971223012,453644.64692482917,353644.64692482917,0.71694
2240,11/25/2020 16:00:00,116.03,,-0.028956398024939323,-2895.639802493932,440508.73196659074,340508.73196659074,0.69618
2250,12/10/2020 16:00:00,123.24,,0.06213910195639061,6213.9101956390605,467881.54897494306,367881.54897494306,0.73944
2260,12/24/2020 13:00:00,131.97,,0.07083739045764359,7083.739045764359,501025.0569476082,401025.0569476082,0.79182
